공고번호,010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
20240807122-00,0,3,41,113,277,265,140,24,1,2,0,0,0,3,7,34,49,64,131,146,122,143,92,48,19,5,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,3,6,14,17,16,22,20,28,27,52,46,54,66,59,38,51,59,65,52,51,33,19,19,18,9,7,5,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,2,3,3,6,8,11,6,10,6,6,16,11,9,10,18,15,12,27,25,26,20,33,21,33,33,32,27,13,25,26,25,33,26,24,41,28,24,25,26,20,13,8,11,12,7,10,8,6,3,6,1,3,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20240802610-00,1,1,47,151,347,318,136,19,3,0,1,0,1,0,13,34,53,98,158,189,177,141,90,46,13,6,2,1,0,0,0,0,1,0,0,0,1,0,0,0,4,6,10,12,15,13,23,31,37,47,40,85,78,80,64,71,72,71,57,47,46,30,29,17,14,7,2,5,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,6,0,3,7,7,5,8,7,5,8,12,11,17,14,18,19,21,26,12,28,44,41,33,45,42,38,33,31,41,30,36,36,34,37,34,23,21,26,26,20,10,20,14,15,10,7,8,6,4,3,2,0,4,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240801414-00,0,0,4,24,71,83,35,7,1,0,0,0,0,0,0,4,6,18,37,34,47,36,23,12,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,2,9,8,9,21,11,15,15,18,21,15,12,17,18,4,5,5,3,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,3,1,1,1,6,3,3,5,0,9,10,11,7,4,10,5,8,7,8,10,9,12,8,7,7,5,10,7,8,10,1,3,1,4,4,1,2,1,1,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240738271-00,0,2,44,125,306,242,132,22,4,1,0,0,1,1,13,31,55,70,170,136,133,109,88,44,18,4,2,2,0,1,0,0,0,0,0,1,0,0,1,0,2,8,8,13,13,22,19,21,37,26,66,73,56,51,60,46,61,50,46,39,39,33,26,17,17,8,7,5,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,3,3,5,7,6,5,8,8,14,10,9,14,7,18,19,8,18,34,32,41,32,31,25,21,30,28,32,25,21,33,28,26,24,26,20,23,16,21,18,19,14,16,10,8,9,9,8,4,4,4,3,3,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20240738151-00,0,1,50,135,330,273,130,28,4,2,0,0,0,1,13,37,50,85,186,144,143,130,83,47,22,6,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,8,8,18,15,21,14,29,31,40,85,65,68,45,67,53,58,68,46,48,33,34,28,22,13,13,6,6,3,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,4,4,9,9,9,6,7,14,10,4,15,14,17,14,17,23,48,37,41,24,36,32,17,28,34,33,23,30,28,30,32,36,25,21,25,23,18,15,20,14,16,12,10,12,7,6,8,5,3,3,3,3,1,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20240737235-00,0,0,21,76,176,209,67,16,0,0,0,0,0,0,6,15,29,47,91,85,99,110,50,17,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,6,15,9,9,20,23,30,42,31,34,39,32,43,51,42,41,27,17,9,6,8,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,3,1,3,3,8,7,7,2,5,4,14,6,8,15,18,12,21,21,19,12,15,19,20,19,23,9,26,17,24,27,25,17,24,17,9,18,10,7,6,3,3,3,5,3,2,4,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240736715-00,0,4,55,178,299,320,139,26,6,1,0,0,0,4,11,44,60,118,152,147,155,165,95,44,16,10,4,2,1,0,0,0,0,0,0,0,0,0,1,3,4,6,5,15,25,19,22,44,58,35,53,62,63,63,58,56,66,64,54,80,31,43,34,17,14,6,7,7,5,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,1,5,1,4,7,8,10,15,6,13,14,8,19,25,22,36,23,12,26,27,23,39,37,26,30,33,39,19,27,29,34,32,33,31,27,27,34,46,17,14,30,13,21,13,9,8,11,3,4,2,4,3,3,4,2,3,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20240729406-00,0,4,58,195,348,287,103,37,6,2,0,0,0,4,16,42,74,121,182,166,130,157,72,31,26,11,5,1,2,0,0,0,0,0,0,0,0,1,1,2,5,7,9,15,22,23,37,27,55,53,63,88,53,73,71,45,59,59,61,63,32,32,11,17,11,9,14,5,6,3,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,1,4,3,4,5,6,9,9,13,10,13,19,18,14,13,24,31,22,31,27,36,54,34,31,22,39,34,36,35,20,25,29,30,26,33,32,29,33,30,17,15,19,13,8,3,11,6,7,4,5,4,12,2,3,2,3,3,2,1,0,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
20240725410-00,0,5,53,195,350,274,122,30,1,0,0,0,0,5,14,39,72,123,177,173,150,124,79,43,22,8,1,0,0,0,0,0,0,0,0,0,0,1,2,2,5,3,12,10,23,27,36,25,43,64,64,74,75,66,71,51,62,58,52,51,37,31,20,20,14,12,7,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,4,1,2,6,6,2,8,9,14,12,15,17,19,9,16,20,23,32,32,42,22,38,36,39,36,34,32,33,38,29,22,30,32,37,21,23,29,32,19,18,19,19,12,11,9,11,9,9,5,6,6,2,5,3,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240722255-00,0,2,63,187,405,351,128,30,4,1,0,0,0,2,15,48,84,103,185,220,164,187,77,51,21,9,3,1,1,0,0,0,0,0,0,0,0,0,1,1,6,4,10,21,22,34,36,29,45,43,83,58,97,100,67,70,66,74,82,59,40,31,20,19,18,11,8,6,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,1,5,5,6,15,8,14,18,16,18,18,14,15,26,19,22,21,40,43,30,28,44,53,46,54,33,34,38,32,30,36,28,46,38,44,32,27,24,16,16,15,6,14,9,10,12,6,8,3,5,3,2,4,2,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20240719170-00,0,4,49,140,284,300,132,24,6,0,0,0,0,4,17,32,63,77,152,132,145,155,76,56,16,8,5,1,0,0,0,0,0,0,0,0,0,0,2,2,7,7,8,8,19,27,26,25,22,40,80,50,47,56,51,46,59,74,63,58,41,29,15,21,26,9,6,4,3,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,6,6,1,3,5,2,6,10,9,8,19,12,14,10,15,11,11,22,18,36,44,34,16,22,25,20,36,23,28,28,18,26,33,40,34,36,27,30,28,29,12,18,11,6,9,10,11,15,11,7,2,2,4,1,3,2,1,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20240716303-00,0,3,65,173,344,335,130,24,6,1,0,0,0,3,15,50,62,111,134,210,191,144,86,44,15,9,6,0,0,1,0,0,0,0,0,0,0,0,1,2,6,4,11,19,25,18,26,43,41,45,44,56,74,77,93,80,76,78,49,52,45,34,17,16,18,6,7,3,5,3,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,3,5,6,11,8,11,14,6,12,13,13,18,25,21,20,18,27,20,24,32,24,34,40,40,37,43,50,32,48,44,32,35,43,31,18,24,28,19,26,16,18,7,10,7,9,12,6,5,1,2,5,2,1,1,4,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240716103-00,1,4,56,171,383,260,111,26,4,0,1,0,0,4,14,42,58,113,169,214,126,134,78,33,18,8,3,1,0,0,1,0,0,0,0,0,0,0,1,3,5,6,9,15,21,20,28,23,46,54,53,65,107,95,63,43,48,71,48,50,30,37,20,13,11,9,5,7,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,5,3,6,6,9,8,13,9,11,18,10,10,13,17,29,22,32,24,29,34,31,51,56,53,42,28,35,26,17,23,25,35,36,24,24,25,25,12,18,18,19,11,9,7,6,7,4,6,3,3,2,4,3,0,3,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20240713583-00,0,5,54,167,344,349,169,28,3,3,0,0,0,5,10,44,70,97,204,140,168,181,104,65,23,5,3,0,1,2,0,0,0,0,0,0,0,1,0,4,3,5,10,19,17,34,21,33,33,46,76,89,67,52,60,58,65,103,62,61,49,39,30,29,22,9,7,8,2,2,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,3,2,3,2,8,4,15,8,9,16,18,9,12,15,18,16,17,24,22,39,37,34,55,39,28,24,28,35,25,28,30,32,33,45,58,35,27,30,31,24,25,17,22,16,14,11,18,12,10,6,3,2,5,7,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20240712044-00,0,3,52,153,326,343,154,38,4,0,0,0,0,3,13,39,64,89,172,154,166,177,96,58,32,6,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,9,8,15,19,26,21,33,41,32,67,73,60,65,61,56,75,89,73,50,39,43,22,26,24,25,5,3,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,6,3,5,3,12,7,12,14,12,9,12,17,16,13,28,13,19,37,30,35,38,32,28,26,39,36,25,30,26,39,36,35,54,40,33,32,18,25,14,29,14,14,8,11,15,17,7,14,11,5,0,2,1,1,0,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20240710909-00,0,7,101,333,717,692,381,80,8,2,0,0,0,7,36,65,138,195,352,365,343,349,260,121,58,22,4,4,1,1,0,0,0,0,0,0,0,2,2,3,6,20,24,29,22,55,47,57,73,101,161,130,134,133,159,131,143,156,138,124,137,85,57,54,48,26,22,20,5,7,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,5,1,10,10,10,14,13,16,10,12,31,24,21,26,36,21,38,35,49,52,87,74,65,65,61,73,62,71,78,81,60,71,72,71,69,87,63,75,70,54,64,73,48,37,38,19,24,30,29,19,16,10,7,15,10,10,5,0,2,5,1,2,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1
20240708433-00,0,5,58,249,360,350,140,34,2,2,0,0,1,4,14,44,82,167,172,188,203,147,88,52,27,7,1,1,2,0,0,0,0,0,0,0,0,3,1,1,3,7,10,15,23,27,35,44,67,76,59,73,79,67,82,74,90,72,65,49,26,34,40,18,22,17,9,2,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,2,1,6,4,6,6,9,10,13,13,14,15,20,20,24,28,39,41,35,33,26,27,46,40,39,34,33,52,30,35,39,49,41,39,33,35,30,26,23,21,5,18,16,28,12,10,8,14,8,9,8,4,5,1,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20240705237-00,0,5,69,191,363,288,126,25,5,0,0,0,0,5,17,52,77,114,205,158,177,111,75,51,20,5,5,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6,12,20,28,27,35,48,39,42,76,77,85,69,56,70,74,64,33,47,36,32,19,22,17,8,9,3,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,2,4,8,4,8,12,13,15,15,12,18,17,15,33,21,18,26,16,38,38,31,46,52,33,31,38,35,21,35,35,47,27,33,31,15,18,27,20,16,20,19,13,7,12,15,7,11,6,3,5,3,6,3,0,1,3,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240637857-00,0,5,52,205,359,353,143,31,2,2,0,0,0,5,12,40,86,119,189,170,191,162,95,48,23,8,2,0,0,2,0,0,0,0,0,0,0,1,2,2,5,3,8,11,25,21,37,47,49,51,74,72,66,76,71,73,80,67,70,63,51,27,29,15,21,14,6,4,5,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,2,1,4,4,3,8,12,13,11,10,11,26,28,19,26,23,21,30,44,30,39,33,43,23,36,40,38,33,40,33,40,40,38,29,36,34,29,34,29,22,14,13,17,12,9,6,17,4,5,9,2,4,3,1,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20240639434-00,0,4,44,117,279,223,106,27,6,1,0,0,0,4,16,28,55,62,134,145,123,100,64,42,22,5,3,3,0,1,0,0,0,0,0,0,0,1,1,2,4,6,9,10,15,14,25,22,27,29,38,60,55,60,66,37,62,42,50,32,30,27,12,20,17,8,9,6,1,3,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,1,5,6,3,6,4,4,11,5,9,13,12,16,6,11,16,12,17,17,21,27,33,36,19,23,37,32,34,18,19,36,26,24,18,26,24,18,14,11,19,13,14,7,5,14,6,11,6,2,6,7,2,5,1,1,0,2,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
20240635836-00,0,4,56,177,326,348,126,31,8,1,0,0,0,4,18,38,66,111,174,152,189,159,82,44,21,10,7,1,1,0,0,0,0,0,0,0,0,1,1,2,2,9,14,14,17,21,27,37,38,54,66,74,62,63,61,51,80,105,67,45,38,29,20,21,18,10,7,8,4,2,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,8,7,7,7,7,10,7,9,12,17,10,18,19,12,26,24,30,25,41,45,29,34,28,25,38,30,31,26,25,41,39,58,47,42,25,20,25,19,19,19,10,15,5,8,13,9,9,7,3,4,3,4,4,1,3,1,1,3,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20240634365-00,0,4,50,135,336,331,139,27,3,2,0,0,0,4,15,35,61,74,152,184,170,161,88,51,19,8,2,1,1,1,0,0,0,0,0,0,0,1,1,2,6,5,11,11,17,22,28,26,28,31,52,69,60,78,77,46,78,88,68,51,48,24,36,20,11,8,8,5,2,4,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,3,2,4,7,5,6,10,7,10,12,15,13,11,15,13,15,14,17,22,30,34,35,31,29,34,44,38,39,26,20,49,29,46,42,36,32,26,25,21,27,9,15,16,20,9,11,5,6,5,3,7,1,3,2,0,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20240633612-00,0,6,50,154,368,304,126,32,2,1,0,0,0,6,9,41,67,87,154,214,155,149,77,49,25,7,2,0,0,1,0,0,0,0,0,0,0,2,1,3,3,5,8,12,22,26,33,20,42,33,49,62,90,87,80,61,59,71,54,59,40,28,25,16,17,14,9,4,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,1,4,1,1,7,5,7,15,7,7,19,23,10,8,12,18,24,14,19,28,21,19,43,43,47,41,46,43,37,32,29,30,29,35,36,22,32,35,24,22,18,16,12,9,16,7,9,6,11,6,8,6,3,2,2,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240632371-00,0,6,43,186,371,295,119,32,0,0,0,0,0,6,12,31,67,119,194,177,178,117,85,34,19,13,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,5,7,9,18,25,27,33,42,59,82,66,78,78,67,68,69,75,41,42,40,29,30,14,6,8,8,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,3,3,4,5,4,9,9,10,15,16,11,15,18,21,21,35,24,45,37,35,31,46,32,36,42,32,35,34,34,32,37,41,34,21,20,22,20,18,22,18,11,16,14,7,7,3,3,5,3,4,4,3,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240633170-00,0,6,63,176,342,317,141,32,3,0,0,0,0,6,15,48,73,103,194,148,192,125,88,53,23,9,3,0,0,0,0,0,0,0,0,0,0,0,2,4,6,5,12,14,26,25,31,34,36,50,79,78,71,53,61,69,77,80,54,37,38,29,38,19,17,14,8,6,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,1,3,2,4,8,6,8,16,10,13,12,13,18,17,17,9,27,21,29,46,33,49,29,37,34,27,26,38,23,36,33,37,40,46,34,29,25,18,19,17,21,13,16,21,17,9,10,10,7,8,6,6,2,1,5,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240632737-00,0,0,4,18,61,75,38,12,1,0,0,0,0,0,1,3,3,15,32,29,40,35,22,16,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,6,8,10,11,18,8,14,14,18,16,12,15,10,11,2,11,4,7,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,1,5,5,3,7,3,8,3,11,7,6,2,7,7,8,6,9,9,8,8,3,9,7,8,6,4,5,6,1,1,5,6,2,2,5,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240629476-00,0,4,48,189,337,327,125,29,4,0,0,0,0,4,7,41,69,120,156,181,160,167,88,37,17,12,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,11,12,19,21,30,41,54,43,72,55,76,69,65,70,49,78,76,54,33,37,29,16,10,10,4,9,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2,2,1,10,2,10,9,10,10,11,16,14,18,23,24,30,19,24,39,33,25,30,29,47,35,34,34,31,42,28,26,23,41,37,39,37,23,31,18,15,24,13,18,11,9,7,4,6,7,3,2,2,3,6,1,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240628458-00,0,0,3,26,67,91,25,18,0,1,0,0,0,0,0,3,12,14,38,29,39,52,16,9,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,5,8,6,15,15,12,16,9,15,21,19,15,21,8,5,6,4,2,9,0,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,2,5,0,4,4,1,5,8,7,8,7,8,4,12,4,2,7,6,9,8,13,3,16,11,4,14,7,6,2,3,2,3,3,2,2,1,1,4,5,0,0,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240626192-00,0,0,2,12,44,69,29,8,0,1,0,0,0,0,0,2,4,8,18,26,38,31,22,7,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,3,3,9,5,7,13,10,8,18,19,13,11,6,12,5,2,4,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,2,3,0,1,2,4,5,1,4,4,3,5,8,4,6,4,4,9,9,12,7,10,3,2,9,4,2,9,3,4,1,2,0,2,2,0,2,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240625598-00,0,0,2,21,52,71,37,13,2,0,0,0,0,0,0,2,6,15,23,29,39,32,30,7,9,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,3,9,12,5,12,11,12,19,15,12,12,13,17,11,3,4,2,5,3,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,3,1,2,1,8,8,4,3,2,6,6,5,6,6,6,7,12,4,11,5,7,7,5,6,7,12,5,3,8,2,1,2,2,0,2,2,3,2,1,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20240623338-00,0,3,58,195,351,270,129,22,4,0,0,0,0,3,14,44,69,126,181,170,158,112,91,38,16,6,3,1,0,0,0,0,0,0,0,0,0,0,1,2,5,8,7,11,27,27,27,32,47,62,59,81,84,67,60,58,62,67,47,36,41,37,25,16,10,10,5,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,2,6,1,6,6,5,11,16,9,18,13,14,15,17,18,29,29,33,30,29,39,42,41,43,34,33,29,31,26,32,27,35,38,29,28,19,15,21,20,21,23,14,13,12,11,5,7,3,8,2,3,2,1,2,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240618147-00,0,3,52,173,363,259,114,24,5,0,0,0,0,3,16,36,78,95,182,181,140,119,71,43,16,8,2,3,0,0,0,0,0,0,0,0,0,0,1,2,5,7,7,17,16,33,31,29,38,42,65,83,69,81,65,60,50,66,42,41,40,19,23,21,11,5,7,6,5,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,3,4,3,7,10,7,9,16,17,16,15,14,15,23,15,18,24,39,26,48,35,34,35,38,43,33,32,36,24,28,22,30,36,22,20,15,26,27,13,14,5,12,11,8,13,9,2,5,0,5,2,4,2,0,5,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
20240616745-00,0,5,60,194,391,254,85,36,5,1,0,0,0,5,13,47,71,123,209,182,150,104,48,37,25,11,4,1,1,0,0,0,0,0,0,0,0,0,2,3,7,3,11,15,24,20,31,43,43,57,80,93,75,64,79,49,63,64,44,34,23,19,12,18,13,18,5,4,8,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,1,2,3,8,6,9,9,15,11,9,15,16,20,23,20,23,28,29,48,32,43,50,36,39,30,34,39,40,18,31,36,27,38,26,26,18,11,23,13,10,14,5,6,6,9,9,8,5,12,6,1,4,2,2,2,6,1,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20240619938-00,0,8,44,179,324,276,130,33,2,0,0,0,0,8,11,33,60,119,158,166,157,119,67,63,25,8,2,0,0,0,0,0,0,0,0,0,0,0,4,4,6,1,9,4,24,24,22,36,34,63,55,66,72,61,70,48,81,60,53,34,32,26,23,33,16,13,10,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,3,0,1,4,5,1,3,11,13,13,11,12,10,14,22,15,19,26,37,22,33,37,29,37,35,31,30,38,32,19,29,42,39,28,32,33,20,16,18,19,13,13,13,9,14,22,11,9,7,6,7,2,8,2,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240614793-00,0,7,56,210,367,270,127,36,3,1,0,0,1,6,12,44,81,129,202,165,147,123,70,57,29,7,3,0,1,0,0,0,0,0,0,0,1,0,2,4,5,4,7,12,28,27,36,40,54,53,77,101,63,68,58,51,60,64,48,47,37,26,16,29,19,11,15,4,5,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,4,1,1,3,3,4,5,7,13,15,14,13,25,11,18,22,27,27,24,29,34,43,55,46,24,39,33,35,28,30,23,28,38,22,36,28,29,19,24,23,23,14,14,12,7,9,13,16,12,7,7,4,10,5,3,1,2,3,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20240616757-00,0,5,76,210,386,293,123,35,7,1,0,0,1,4,22,54,75,135,188,198,171,122,79,44,28,7,4,3,0,1,0,0,0,0,0,0,0,2,0,3,4,10,15,23,24,32,32,33,48,65,65,80,100,80,61,60,70,75,48,40,43,24,21,21,14,15,9,7,3,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,1,4,6,8,7,10,13,10,14,22,10,10,22,11,22,16,32,40,25,33,32,43,37,43,57,52,28,27,34,31,29,38,32,41,34,25,23,13,27,22,21,15,9,12,9,11,10,8,6,8,7,4,5,4,3,1,2,0,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
